disease_id,disease_name,context_summary,domain,body_system,symptoms,urgency_classification,recommended_tests,prevalence,disease_synonyms,link,notes,TRUE,Medical Taxonomy (set of specialties/domains),Explanation,,,
432,lymphoma,N/A,,,"groin mass, hoarse voice, itchy ear(s), regurgitation, neck mass",,N/A,"0.834, 0.751, 0.744, 0.578, 0.578",,https://www.nhs.uk/search/click?url=%2Fconditions%2Fhodgkin-lymphoma%2Fcauses%2F&pos=1&hash=7Lg34rmyGblB6Y%2F9nt%2BMcnf0BmFyF5GI6EWW%2FFjqOKk%3D&id=0c2f121c-af6b-4d61-b35e-94cc592051de&searchText=lymphoma&documentId=9b000d21-b9ab-44a5-9bc9-1b1cfd5f05e7&pageIndex=0,,FALSE,,,,,
433,macular degeneration,Macular degeneration is an eye disease that affects central vision . This means that people with macular degeneration can’t see things directly in front of them. This common age-related eye condition mostly occurs in people over the age of 50.,,,"double vision, foreign body sensation in eye, blindness, lacrimation, abnormal movement of eyelid",,"How is macular degeneration diagnosed? Macular degeneration rarely causes symptoms in its early stages, so annual eye examinations are very important. They’ll help your provider find the disease early and start treatments when they’re most effective. During an eye exam, your eye care provider checks for changes to your retina and macula. Your provider may order one or more of these tests: Amsler grid test : An Amsler grid has a grid of straight lines with a large dot in the center. Your healthcare provider may ask you to identify lines or sections on the grid that look blurry, wavy or broken. A lot of distortion may indicate that you have macular degeneration or show that the disease is getting worse. You can use this at home to monitor your symptoms and look for any progression. Dilated eye exam: Eye drops dilate, or widen, your pupils. Your provider will give you the drops and dilate your eyes and then will use a special lens to look inside your eyes. Fluorescein angiography: Your healthcare provider injects a yellow dye called fluorescein into a vein in your arm. A special camera tracks the dye as it travels through blood vessels in your eye. The photos can reveal any leakage under your macula. Optical coherence tomography (OCT): This imaging machine takes detailed images of the back of your eye, including your retina and macula. Optical coherence tomography isn’t invasive or painful. You simply look into a lens while the machine takes pictures. Optical coherence tomography angiography (OCTA): This diagnostic tool uses laser light reflection (instead of fluorescein dye) and the OCT scanning device. It takes just a few moments and produces 3D images of blood flow through your eye. Advertisement","0.674, 0.539, 0.522, 0.513, 0.508",,https://my.clevelandclinic.org/health/diseases/15246-macular-degeneration,,FALSE,,,,,
434,magnesium deficiency,N/A,,,"sharp chest pain, shortness of breath, dizziness, leg pain",,N/A,"1.000, 0.885, 0.742, 0.514",,N/A,,FALSE,,,,,
435,malaria,Malaria is a disease you get from being bitten by a mosquito. Some mosquitoes carry tiny parasites. They can infect you with the parasites when they bite you. Malaria can cause severe illness and death if left untreated. Kids under 5 are more likely to get life-threatening illness. Malaria is most common in tropical areas where it’s hot and humid. Most cases happen in Africa. It’s rare in the U.S. See a healthcare provider right away if you live in or have traveled to an area where malaria spreads and you have symptoms. This is true even if you’ve taken medications to prevent malaria during your trip.,,,"fainting, headache, knee lump or mass, fever",,How doctors diagnose malaria Healthcare providers test a sample of your blood to diagnose malaria. They’ll look for Plasmodium parasites and identify what type of infection you have. Your provider will use this information to determine the right treatment. It’s important to tell your provider if you’ve traveled within the past year so they know to test for malaria.,"1.000, 0.866, 0.800, 0.666",,https://my.clevelandclinic.org/health/diseases/15014-malaria,,FALSE,,,,,
436,male genitalia infection,N/A,,,"irritable infant, swelling of scrotum, abnormal appearing skin, bumps on penis, pain in testicles ",,N/A,"0.826, 0.775, 0.681, 0.659, 0.615",,N/A,,FALSE,,,,,
437,malignant hypertension,N/A,,,"insomnia, depressive or psychotic symptoms, headache, vomiting, lower body pain",,N/A,"0.823, 0.773, 0.552, 0.535, 0.519",,N/A,,FALSE,,,,,
438,marijuana abuse,N/A,,,"abusing alcohol, excessive anger, low self-esteem, hostile behavior, fears and phobias ",,N/A,"0.525, 0.519, 0.519, 0.516, 0.511",,N/A,,FALSE,,,,,
439,mastectomy,N/A,,,"arm stiffness or tightness, pain or soreness of breast, skin swelling",,N/A,"0.941, 0.941, 0.705",,https://www.nhs.uk/search/click?url=%2Ftests-and-treatments%2Fmastectomy%2F&pos=1&hash=KsPfCNbwKmDRgemLhDcSVjN7lteANertv8SaCQIue%2FQ%3D&id=ef4813e2-0ceb-40b5-a6b7-ed25c7bad555&searchText=mastectomy&documentId=96104831-3275-4495-9bb0-9426b82e2837&pageIndex=0,,FALSE,,,,,
440,mastoiditis,"Mastoiditis is a bacterial infection in a part of your temporal bone — the big bone behind your ear. Mastoiditis starts as a middle ear infection . It once was a common cause of death in very young children. Now, thanks to vaccinations that prevent infections and antibiotics that cure them, mastoiditis is a rare condition.",,,"diminished hearing, nasal congestion, cough, dizziness, ear pain",,How is mastoiditis diagnosed? A healthcare provider will use an otoscope to look inside your ear. They may also do the following tests: Blood tests . They may check your blood for signs of an infection or inflammation. Ear culture . Your provider will test the drainage coming from your ear for signs of the bacteria. Computed tomography (CT) scan . This test creates detailed images of the inside of your skull so providers can see where the infection is. Magnetic resonance imaging (MRI) . Providers sometimes use this test to check the area between your ear and your brain.,"0.791, 0.777, 0.750, 0.555, 0.520",,https://my.clevelandclinic.org/health/diseases/24469-mastoiditis,,FALSE,,,,,
441,meckel diverticulum,N/A,,,"lower abdominal pain, knee lump or mass",,N/A,"1.0, 1.0",,N/A,,FALSE,,,,,
442,melanoma,N/A,,,"swollen lymph nodes, itchy eyelid, skin growth, irregular appearing scalp, skin lesion",,N/A,"0.793, 0.649, 0.542, 0.535, 0.531",,https://www.nhs.uk/search/click?url=%2Fconditions%2Fnon-melanoma-skin-cancer%2Fsymptoms%2F&pos=1&hash=4ZwU7dTvYYQ0kqjgK%2F3TC6I7ul50kFAyG0QzJrPOzRI%3D&id=9a3818a7-4e1f-4aae-8b37-4140d1defaa9&searchText=melanoma&documentId=4271b8c0-99ca-4062-a292-42538dc063a1&pageIndex=0,,FALSE,,,,,
443,meniere disease,N/A,,,"facial pain, ear pain, ringing in ear, nausea, dizziness",,N/A,"0.782, 0.665, 0.523, 0.519, 0.512",,N/A,,FALSE,,,,,
444,meningioma,"A meningioma is a tumor that grows in the tissue that surrounds your brain, called the meninges . These are three layers of tissue that cover and protect your brain and spinal cord .",,,"dizziness, depressive or psychotic symptoms, headache, weakness, disturbance of memory ",,"How doctors diagnose meningioma To diagnose a meningioma, a healthcare provider will perform a physical and neurological exam . They’ll confirm with imaging tests like a CT scan or an MRI . A meningioma can be difficult to diagnose. This is because it grows slowly and doesn’t cause symptoms until it’s bigger. Also, symptoms may resemble normal signs of aging in adults over 65.","1.000, 0.944, 0.722, 0.722, 0.722",,https://my.clevelandclinic.org/health/diseases/17858-meningioma,,FALSE,,,,,
445,meningitis,"Meningitis is inflammation of the three tissues that surround your brain and spinal cord, the meninges . Another name for it is spinal meningitis. This condition can be life-threatening.",,,"cough, nausea, fever, vomiting, ache all over",,"How doctors diagnose this condition Your healthcare provider will do a physical exam and ask about your symptoms. They’ll ask several questions about your medical history and recent activities, like whether you’ve traveled. This can help narrow down the cause of meningitis. You’ll need tests to confirm the diagnosis and find the cause. Tests that are used Some tests your healthcare provider may use to diagnose meningitis include: Nasal or throat swab : Your provider uses a soft-tipped stick (swab) to take a sample from your nose or throat. A lab tests your sample for signs of infection. Brain CT scan or MRI : These imaging tests look for inflammation around your brain. Blood tests : These can also look for signs of infection. Lumbar puncture/spinal tap : Your provider inserts a needle into your lower back to collect a sample of your cerebrospinal fluid (CSF). A lab tests your CSF sample for signs of infection.","0.777, 0.760, 0.531, 0.528, 0.515",,https://my.clevelandclinic.org/health/diseases/14600-meningitis,,FALSE,,,,,
446,menopause,N/A,,,"vaginal itching, involuntary urination, hot flashes, sweating, absence of menstruation",,N/A,"0.868, 0.828, 0.750, 0.578, 0.447",,https://www.nhs.uk/search/click?url=%2Fconditions%2Fmenopause%2F&pos=1&hash=THw6T0%2F8Yd5ifr9%2BGCm44Byr3JDektfP8YQeCGgBVno%3D&id=b2cafa95-7f08-4adf-884e-6d30ce4bc18d&searchText=menopause&documentId=aa2e7411-7bd1-4154-a7e4-d5acdae33edc&pageIndex=0,,FALSE,,,,,
447,metabolic disorder,N/A,,,"jaundice, arm stiffness or tightness, smoking problems, weight gain",,N/A,"0.970, 0.823, 0.470, 0.352",,N/A,,FALSE,,,,,
448,metastatic cancer,N/A,,,"vaginal dryness, neck mass, focal weakness, fatigue, decreased appetite",,N/A,"0.851, 0.555, 0.555, 0.555, 0.516",,N/A,,FALSE,,,,,
449,migraine,N/A,,,"blindness, nausea, diminished vision, vomiting, spots or clouds in vision",,N/A,"0.656, 0.565, 0.542, 0.538, 0.533",,https://www.nhs.uk/search/click?url=%2Fconditions%2Fmigraine%2F&pos=1&hash=XQQV7iPrL%2Fz7eApDS%2B5sSKErA2ortBORqFO6I0cdqKo%3D&id=89ca315b-d5e8-4a68-a26f-c97d3a868ded&searchText=migraine&documentId=7bbba89d-9e7d-491f-86d3-36683658cd76&pageIndex=0,,FALSE,,,,,
450,missed abortion,N/A,,,"blood in stool, problems during pregnancy, intermenstrual bleeding, spotting or bleeding during pregnancy, cramps and spasms ",,N/A,"0.816, 0.549, 0.538, 0.528, 0.504",,N/A,,FALSE,,,,,
451,mitral valve disease,"Mitral valve disease refers to a group of conditions affecting the mitral valve in your heart . Mitral valve disease can be acquired (it develops over time as you get older) or congenital (you were born with it). It can be mild, moderate or severe. Treatment depends on how well your valve is working and the symptoms you’re having.",,,"sweating, shortness of breath, irregular heartbeat, chest tightness, nightmares",,"How is mitral valve disease diagnosed? Mitral valve disease is diagnosed through a physical exam and tests. Physical exam During the physical exam, your provider will listen to your heart with a stethoscope. Your provider will check to hear certain sounds associated with each form of mitral valve disease. Mitral valve stenosis : A murmur as blood passes through and a snapping sound when your valve opens. Mitral valve prolapse : A clicking sound and then a murmur. Because of this distinctive sound, mitral valve prolapse is also called “click-murmur syndrome.” Mitral valve regurgitation : A murmur as blood leaks the wrong way into your left atrium. Your provider will also talk with you to learn about your medical history and risk factors. You’ll then likely need at least one test to check your heart’s structure and function. Tests to diagnose mitral valve disease Echocardiography is the gold standard for diagnosing mitral valve disease. An echocardiogram (echo) uses ultrasound technology to check for valve disease and other heart problems. Your provider may also recommend other tests to get a fuller picture of how your heart is working. These include: Electrocardiography (ECG/EKG) . An ECG shows your heart’s electrical activity. Chest X-ray . This test will show if your left ventricle is enlarged or if fluid is building up in your lungs. Cardiac catheterization . This test measures pressures within your heart and can show if you have mitral valve stenosis. Cardiac catheterization is also used before surgery to check for coronary artery disease. Advertisement","0.686, 0.678, 0.662, 0.545, 0.525",,https://my.clevelandclinic.org/health/diseases/23235-mitral-valve-disease,,FALSE,,,,,
